<?xml version="1.0" encoding="UTF-8"?>
<Tracks nTracks="573" spaceUnits="micron" frameInterval="1.938" timeUnits="sec" generationDateTime="Fri, 16 Apr 2021 17:29:49" from="TrackMate v6.0.2">
  <particle nSpots="120">
    <detection t="0" x="93.03417076663034" y="47.44010360056704" z="0.0" />
    <detection t="1" x="93.04427687134033" y="47.43505349590053" z="0.0" />
    <detection t="2" x="93.10178159268291" y="47.38846554101904" z="0.0" />
    <detection t="3" x="93.04325175361738" y="47.425817472228985" z="0.0" />
    <detection t="4" x="93.0136653196875" y="47.44179048713291" z="0.0" />
    <detection t="5" x="93.0332039024383" y="47.465236884045495" z="0.0" />
    <detection t="6" x="93.00919144189876" y="47.453821261746675" z="0.0" />
    <detection t="7" x="93.07862577881328" y="47.418353457550765" z="0.0" />
    <detection t="8" x="93.05992405277192" y="47.44682384869638" z="0.0" />
    <detection t="9" x="93.04997284852973" y="47.42503129304321" z="0.0" />
    <detection t="10" x="93.0466957136071" y="47.427317055669164" z="0.0" />
    <detection t="11" x="93.02262700083867" y="47.436718427136036" z="0.0" />
    <detection t="12" x="93.0512228646189" y="47.416620378737214" z="0.0" />
    <detection t="13" x="93.0424179522645" y="47.457442633461156" z="0.0" />
    <detection t="14" x="93.08970859074563" y="47.403906168249804" z="0.0" />
    <detection t="15" x="93.04477665375344" y="47.50209273066022" z="0.0" />
    <detection t="16" x="93.02893613068181" y="47.56934349677863" z="0.0" />
    <detection t="17" x="93.0394473733766" y="47.51326606046371" z="0.0" />
    <detection t="18" x="93.06482446544689" y="47.51824113474068" z="0.0" />
    <detection t="19" x="93.10909274093734" y="47.46950305763292" z="0.0" />
    <detection t="20" x="93.14869905835573" y="47.46642303233826" z="0.0" />
    <detection t="21" x="93.12122696514265" y="47.49378098706815" z="0.0" />
    <detection t="22" x="93.09662789310138" y="47.43844725207422" z="0.0" />
    <detection t="23" x="93.11516544137118" y="47.4703730124429" z="0.0" />
    <detection t="24" x="93.1019396502495" y="47.44619922230094" z="0.0" />
    <detection t="25" x="93.12454556186155" y="47.404296455751656" z="0.0" />
    <detection t="26" x="93.10516514445187" y="47.486458255109596" z="0.0" />
    <detection t="27" x="93.09719265626542" y="47.50332791939608" z="0.0" />
    <detection t="28" x="93.105176703344" y="47.46113676769064" z="0.0" />
    <detection t="29" x="93.09367127136376" y="47.479151699774725" z="0.0" />
    <detection t="30" x="93.09249253546932" y="47.499154955007384" z="0.0" />
    <detection t="31" x="93.06476494024082" y="47.472337580006126" z="0.0" />
    <detection t="32" x="93.07078540027392" y="47.514943001595434" z="0.0" />
    <detection t="33" x="92.99947904382128" y="47.57985731280849" z="0.0" />
    <detection t="34" x="93.01134555724445" y="47.62489365813043" z="0.0" />
    <detection t="35" x="93.01596844608466" y="47.664569979349295" z="0.0" />
    <detection t="36" x="93.06129187811244" y="47.66079310366909" z="0.0" />
    <detection t="37" x="92.98054219135338" y="47.68487807598822" z="0.0" />
    <detection t="38" x="92.96626310269833" y="47.647270114288254" z="0.0" />
    <detection t="39" x="92.97494870866417" y="47.67650207098369" z="0.0" />
    <detection t="40" x="92.85738735155392" y="47.80443308418209" z="0.0" />
    <detection t="41" x="92.69355562853093" y="47.97826274731699" z="0.0" />
    <detection t="42" x="92.46430598526142" y="48.168661057191656" z="0.0" />
    <detection t="43" x="92.29327940167927" y="48.30706495310862" z="0.0" />
    <detection t="44" x="92.2416088022029" y="48.36949041393257" z="0.0" />
    <detection t="45" x="92.09682170987628" y="48.51247242931318" z="0.0" />
    <detection t="46" x="92.10811321634414" y="48.5451071245986" z="0.0" />
    <detection t="47" x="92.19223132090552" y="48.51931276081703" z="0.0" />
    <detection t="48" x="92.21568486097715" y="48.49459316920354" z="0.0" />
    <detection t="49" x="92.19247422647992" y="48.46975017069431" z="0.0" />
    <detection t="50" x="92.1367890351319" y="48.51726633665291" z="0.0" />
    <detection t="51" x="92.12881204864422" y="48.49003919827309" z="0.0" />
    <detection t="52" x="92.17849291004465" y="48.44699654579501" z="0.0" />
    <detection t="53" x="92.12345436696627" y="48.439879878535265" z="0.0" />
    <detection t="54" x="92.09905143353215" y="48.46579231425208" z="0.0" />
    <detection t="55" x="92.15301627522317" y="48.339938022912854" z="0.0" />
    <detection t="56" x="92.10039536539216" y="48.30199658416304" z="0.0" />
    <detection t="57" x="92.07108164730411" y="48.231191550976185" z="0.0" />
    <detection t="58" x="92.16376577756692" y="48.22160928173117" z="0.0" />
    <detection t="59" x="92.13685351805023" y="48.180875199175894" z="0.0" />
    <detection t="60" x="92.0795522194788" y="48.32608481573394" z="0.0" />
    <detection t="61" x="92.08995075125753" y="48.385410477933775" z="0.0" />
    <detection t="62" x="92.1494169396585" y="48.358869002644646" z="0.0" />
    <detection t="63" x="92.09605094409102" y="48.34872145268881" z="0.0" />
    <detection t="64" x="92.14920362680697" y="48.32520206144693" z="0.0" />
    <detection t="65" x="92.21912778835188" y="48.15645299142187" z="0.0" />
    <detection t="66" x="92.33148522681893" y="47.76914263436699" z="0.0" />
    <detection t="67" x="92.42737743268516" y="47.4797136190309" z="0.0" />
    <detection t="68" x="92.43582266691163" y="47.276416012898956" z="0.0" />
    <detection t="69" x="92.49325929617574" y="47.25430514363247" z="0.0" />
    <detection t="70" x="92.51389454227657" y="46.97914602121269" z="0.0" />
    <detection t="71" x="92.6240688925828" y="46.98245490140765" z="0.0" />
    <detection t="72" x="92.96460739091921" y="46.53502798418322" z="0.0" />
    <detection t="73" x="93.1540921707521" y="46.37737813567647" z="0.0" />
    <detection t="74" x="93.12992132402499" y="45.85222491700224" z="0.0" />
    <detection t="75" x="92.5729723309788" y="45.4336680011424" z="0.0" />
    <detection t="76" x="92.36574939535957" y="45.42223059384654" z="0.0" />
    <detection t="77" x="92.18495119377208" y="45.5161036063115" z="0.0" />
    <detection t="78" x="92.14619415714313" y="45.546085976267705" z="0.0" />
    <detection t="79" x="92.37782848285214" y="45.48879971313793" z="0.0" />
    <detection t="80" x="92.34245682855237" y="45.503148217709146" z="0.0" />
    <detection t="81" x="92.19562455258662" y="45.43942740926813" z="0.0" />
    <detection t="82" x="92.1977814799951" y="45.42716711243239" z="0.0" />
    <detection t="83" x="92.15721206293242" y="45.48177933381209" z="0.0" />
    <detection t="84" x="92.10437445271268" y="45.45205241242964" z="0.0" />
    <detection t="85" x="91.96984847529674" y="45.51976011702965" z="0.0" />
    <detection t="86" x="91.89295614752379" y="45.56969545573878" z="0.0" />
    <detection t="87" x="91.86986022472752" y="45.54949590556234" z="0.0" />
    <detection t="88" x="91.90913769452055" y="45.490140987544855" z="0.0" />
    <detection t="89" x="91.83537914763492" y="45.56090703597608" z="0.0" />
    <detection t="90" x="91.9399172250067" y="45.50398094528547" z="0.0" />
    <detection t="91" x="92.07843899162943" y="45.47286750325285" z="0.0" />
    <detection t="92" x="92.12772047406652" y="45.30168039007903" z="0.0" />
    <detection t="93" x="92.24689487328014" y="44.95395074866418" z="0.0" />
    <detection t="94" x="92.30759359061943" y="44.7208921932398" z="0.0" />
    <detection t="95" x="92.4672571918716" y="44.7552814615112" z="0.0" />
    <detection t="96" x="92.387207692243" y="44.75591993303632" z="0.0" />
    <detection t="97" x="92.22718410309008" y="44.81050525742445" z="0.0" />
    <detection t="98" x="91.79984161533777" y="44.49330474192349" z="0.0" />
    <detection t="99" x="91.82280652899672" y="44.27721506122674" z="0.0" />
    <detection t="100" x="91.854151439783" y="43.83714456666583" z="0.0" />
    <detection t="101" x="91.78214788191923" y="43.655931237320935" z="0.0" />
    <detection t="102" x="91.91722291903494" y="43.29546615277871" z="0.0" />
    <detection t="103" x="92.1681275718152" y="43.23982100183329" z="0.0" />
    <detection t="104" x="92.38197373168467" y="42.84569828176136" z="0.0" />
