<?xml version="1.0" encoding="UTF-8"?>
<Tracks nTracks="400" spaceUnits="micron" frameInterval="1.938" timeUnits="sec" generationDateTime="Wed, 27 May 2020 16:58:10" from="TrackMate v3.8.0">
  <particle nSpots="2">
    <detection t="0" x="31.280953494020107" y="39.8320747104631" z="0.0" />
    <detection t="1" x="31.142765390666437" y="39.75510708599922" z="0.0" />
  </particle>
  <particle nSpots="119">
    <detection t="0" x="37.732338200512004" y="41.38674139754345" z="0.0" />
    <detection t="1" x="37.78732985576985" y="41.380180883960534" z="0.0" />
    <detection t="2" x="37.8546149472768" y="41.48645247341105" z="0.0" />
    <detection t="3" x="37.832997279820574" y="41.40791507096816" z="0.0" />
    <detection t="4" x="37.84213442083264" y="41.44143020956177" z="0.0" />
    <detection t="5" x="37.862865101784436" y="41.484767073097956" z="0.0" />
    <detection t="6" x="37.85214937367243" y="41.54410436521732" z="0.0" />
    <detection t="7" x="37.840152558342986" y="41.51085301726278" z="0.0" />
    <detection t="8" x="37.741868084678295" y="41.55068543481811" z="0.0" />
    <detection t="9" x="37.7439686743777" y="41.55372580559343" z="0.0" />
    <detection t="10" x="37.725180130580675" y="41.56892483683792" z="0.0" />
    <detection t="11" x="37.547254395301" y="41.60272486999166" z="0.0" />
    <detection t="12" x="37.59995844865619" y="41.55584611731802" z="0.0" />
    <detection t="13" x="37.67129660194289" y="41.53129475791577" z="0.0" />
    <detection t="14" x="37.63438716275707" y="41.58234379084699" z="0.0" />
    <detection t="15" x="37.75989723303399" y="41.60141367890474" z="0.0" />
    <detection t="16" x="37.80200158333751" y="41.62538147817629" z="0.0" />
    <detection t="17" x="37.82227436311143" y="41.557080380037625" z="0.0" />
    <detection t="18" x="37.8288776661074" y="41.6524947879433" z="0.0" />
    <detection t="19" x="37.872299649038" y="41.597538449087786" z="0.0" />
    <detection t="20" x="37.7939631876418" y="41.66905040423087" z="0.0" />
    <detection t="21" x="37.81150789092833" y="41.50655103782372" z="0.0" />
    <detection t="22" x="37.777561059540126" y="41.55845780790869" z="0.0" />
    <detection t="23" x="37.76823118461579" y="41.52514829182003" z="0.0" />
    <detection t="24" x="37.78553772502673" y="41.51792272956797" z="0.0" />
    <detection t="25" x="37.71680328619691" y="41.46830148145577" z="0.0" />
    <detection t="26" x="37.75035477985885" y="41.49055265486794" z="0.0" />
    <detection t="27" x="37.411956309443184" y="41.62796609904124" z="0.0" />
    <detection t="28" x="37.75183476314218" y="41.330153157899865" z="0.0" />
    <detection t="29" x="37.55836898561449" y="41.5681396858713" z="0.0" />
    <detection t="30" x="37.5716114002225" y="41.26724576121127" z="0.0" />
    <detection t="31" x="37.50484588579032" y="41.418506750587326" z="0.0" />
    <detection t="32" x="37.54082196720818" y="41.383700864058305" z="0.0" />
    <detection t="33" x="37.67760521295158" y="41.43767872206436" z="0.0" />
    <detection t="34" x="37.69301538161047" y="41.57982692421389" z="0.0" />
    <detection t="35" x="37.46864734521944" y="41.47378279208799" z="0.0" />
    <detection t="36" x="37.52233851841189" y="41.55064952750463" z="0.0" />
    <detection t="37" x="37.46754680363676" y="41.61115658209763" z="0.0" />
    <detection t="38" x="37.60042062594708" y="41.57782232378895" z="0.0" />
    <detection t="39" x="37.65646935578135" y="41.54107559740858" z="0.0" />
    <detection t="40" x="37.617857602878644" y="41.64398292007463" z="0.0" />
    <detection t="41" x="37.67940423389582" y="41.652677977971315" z="0.0" />
    <detection t="42" x="37.62902919313528" y="41.69227770501387" z="0.0" />
    <detection t="43" x="37.65649530290305" y="41.811084439579034" z="0.0" />
    <detection t="44" x="37.63194055630786" y="41.89016204657878" z="0.0" />
    <detection t="45" x="37.69010201071915" y="41.6819203813513" z="0.0" />
    <detection t="46" x="37.595617335845716" y="41.487093486136345" z="0.0" />
    <detection t="47" x="37.645566455650616" y="41.515822670485946" z="0.0" />
    <detection t="48" x="37.62793713979981" y="41.59037205086947" z="0.0" />
